,market,total_shares,top_100_shares,top_100_perc,top_10_shares,top_10_perc,top_diff,top_diff_perc
0,tyler_market,177352,84314.0,47.54048446028238,50850.0,28.67179394650187,33464.0,18.868690513780507
1,diddy_market,797961,191944.0,24.05430841858186,187817.0,23.537115222423154,4127.0,0.5171931961587077
