,side,market,wallet,shares,yes_no_index,pseudonym
188,NO,tyler-robinson-convicted-of-homicide,0xcdadaae674be530e76f67a5574e8d0536239a2fa,7.095237,1,
189,NO,tyler-robinson-convicted-of-homicide,0x50c97b7214a030e87ce21848f67308286c69dec1,6.905562,1,Massive-Neon
190,NO,tyler-robinson-convicted-of-homicide,0x31a60675a2a620fea7710880f009c11258e10632,6.597013,1,
191,NO,tyler-robinson-convicted-of-homicide,0xb2d5557df3ebeb013fba586883551f3a371eff8b,5.997141,1,Beloved-Laryngitis-Hunger
192,NO,tyler-robinson-convicted-of-homicide,0xb2539c6e857372d90bc648b59498cb6e5ec42d38,5.6338,1,Bewitched-Merchant
193,NO,tyler-robinson-convicted-of-homicide,0x5cca58c627f8828548d13af1e31b7363e3c3507c,5.567163,1,
194,NO,tyler-robinson-convicted-of-homicide,0xd8e4b494d55c0b27292d6d43df199177fd11a9cf,5.55,1,
195,NO,tyler-robinson-convicted-of-homicide,0x57b9acdde2dff37c39ad37f24f3293c8d2330464,5.44776,1,
196,NO,tyler-robinson-convicted-of-homicide,0xe6000afcee6ea70d272e3ca3517708add214a907,5.343282,1,
197,NO,tyler-robinson-convicted-of-homicide,0xe7505c94c7d5980919ad83b8e614142891094850,5.222221,1,
198,NO,tyler-robinson-convicted-of-homicide,0xcc1a5d9160199b0862fbe0870d211974a8d87044,5.149252,1,
199,NO,tyler-robinson-convicted-of-homicide,0x28ab2147f54270b141e6a0fc9c90043ded572048,5.106381,1,Super-Arena
200,YES,diddy-found-guilty-of-sex-trafficking,0xc1b02266e94b87473cd4e38a61f13c69bf5a4535,131519.352108,0,Squiggly-Bonding
201,YES,diddy-found-guilty-of-sex-trafficking,0x2e7f06e8b568b9a04e152a549500e6a54f99b1d4,36258.15,0,
202,YES,diddy-found-guilty-of-sex-trafficking,0x65bf3bfd2cd0506e8e41752a01e7af7817c94b91,6000.0,0,Masculine-Pinot
