total
62851.20626998588
78282.51389604775
2999.999996930405
24880.767578388633
146996.2329813373
172405.22589012838
40197.79687500228
111764.72556722164
33137.79035803308
78335.06756890354
111816.96621389437
28357.431334588666
532.9359670000887
98713.97697296298
50358.10985855108
17773.38845005366
11527.007273410602
35516.30800793902
134872.7901575663
1105.659997942923
